File............:  2026-07-22_cv_cell_5 - JUL,22.2026

System..........:  1624_BZm282_020c
Temperature.....:  -0.6+-0.0C
Time............:  13:45:23-13:48:34
Slewrate........:  20mV/s
Comment.........:  CV Cell05
                   
                   
                   
                   
Electr.area/sqcm:  282
Reference.......:   0.3849688,  0.2500000 PO/PF -3, 12319
Cyclic voltammogram

Lines:   6063
Columns: 3

Number     Time/s     Potential/V    Current/A 
1661      5.229e+01      0.304219    7.3845e-01
1662      5.232e+01      0.303594    7.2532e-01
1663      5.235e+01      0.302969    7.3382e-01
1664      5.238e+01      0.302344    7.1733e-01
1665      5.242e+01      0.301688    7.3801e-01
1666      5.245e+01      0.301094    7.0178e-01
1667      5.248e+01      0.300438    7.4012e-01
1668      5.251e+01      0.299813    7.0787e-01
1669      5.254e+01      0.299188    7.3987e-01
1670      5.257e+01      0.298563    6.9938e-01
1671      5.261e+01      0.297906    7.2682e-01
1672      5.264e+01      0.297281    7.0015e-01
1673      5.267e+01      0.296656    7.2154e-01
1674      5.270e+01      0.296031    7.1465e-01
1675      5.273e+01      0.295406    7.1787e-01
1676      5.276e+01      0.294781    7.0863e-01
1677      5.279e+01      0.294125    7.0325e-01
1678      5.283e+01      0.293500    7.0666e-01
1679      5.286e+01      0.292875    7.0594e-01
1680      5.289e+01      0.292250    7.1581e-01
1681      5.292e+01      0.291625    7.0083e-01
1682      5.295e+01      0.291000    7.0673e-01
1683      5.298e+01      0.290344    6.8827e-01
1684      5.301e+01      0.289719    6.9506e-01
1685      5.305e+01      0.289094    6.8812e-01
1686      5.308e+01      0.288469    7.0401e-01
1687      5.311e+01      0.287813    6.8573e-01
1688      5.314e+01      0.287188    7.1105e-01
1689      5.317e+01      0.286563    6.7417e-01
1690      5.320e+01      0.285938    7.0815e-01
1691      5.324e+01      0.285313    6.7079e-01
1692      5.327e+01      0.284688    7.0180e-01
1693      5.330e+01      0.284031    6.8413e-01
1694      5.333e+01      0.283406    6.9679e-01
1695      5.336e+01      0.282781    6.8152e-01
1696      5.339e+01      0.282156    6.7536e-01
1697      5.342e+01      0.281531    6.7643e-01
1698      5.346e+01      0.280906    6.7829e-01
1699      5.349e+01      0.280250    6.7980e-01
1700      5.352e+01      0.279625    6.7123e-01
1701      5.355e+01      0.279000    6.7368e-01
1702      5.358e+01      0.278375    6.7035e-01
1703      5.361e+01      0.277719    6.6777e-01
1704      5.364e+01      0.277094    6.6656e-01
1705      5.368e+01      0.276469    6.6778e-01
1706      5.371e+01      0.275844    6.5184e-01
1707      5.374e+01      0.275219    6.7690e-01
1708      5.377e+01      0.274594    6.4064e-01
1709      5.380e+01      0.273938    6.7031e-01
1710      5.383e+01      0.273313    6.2754e-01
1711      5.387e+01      0.272688    6.6817e-01
1712      5.390e+01      0.272063    6.3934e-01
1713      5.393e+01      0.271438    6.6258e-01
1714      5.396e+01      0.270813    6.2633e-01
1715      5.399e+01      0.270156    6.4279e-01
1716      5.402e+01      0.269531    6.2746e-01
1717      5.405e+01      0.268906    6.3521e-01
1718      5.409e+01      0.268281    6.2939e-01
1719      5.412e+01      0.267625    6.2691e-01
1720      5.415e+01      0.267000    6.1820e-01
1721      5.418e+01      0.266375    6.2034e-01
1722      5.421e+01      0.265750    5.9822e-01
1723      5.424e+01      0.265125    6.1112e-01
1724      5.427e+01      0.264500    6.0382e-01
1725      5.431e+01      0.263844    6.0147e-01
1726      5.434e+01      0.263219    6.0065e-01
1727      5.437e+01      0.262594    5.7791e-01
1728      5.440e+01      0.261969    5.9733e-01
1729      5.443e+01      0.261344    5.5630e-01
1730      5.446e+01      0.260719    5.8957e-01
1731      5.450e+01      0.260063    5.5498e-01
1732      5.453e+01      0.259438    5.8135e-01
1733      5.456e+01      0.258813    5.4426e-01
1734      5.459e+01      0.258188    4.7603e-01
1735      5.462e+01      0.257563    5.0010e-01
1736      5.465e+01      0.256906    5.3303e-01
1737      5.468e+01      0.256281    5.2110e-01
1738      5.472e+01      0.255656    5.2209e-01
1739      5.475e+01      0.255031    5.0521e-01
1740      5.478e+01      0.254406    5.0881e-01
1741      5.481e+01      0.253750    4.8764e-01
1742      5.484e+01      0.253125    4.8955e-01
1743      5.487e+01      0.252500    4.7141e-01
1744      5.490e+01      0.251875    4.8265e-01
1745      5.494e+01      0.251250    4.6261e-01
1746      5.497e+01      0.250625    4.4679e-01
1747      5.500e+01      0.249969    4.3781e-01
1748      5.503e+01      0.249344    4.1284e-01
1749      5.506e+01      0.248719    4.3666e-01
1750      5.509e+01      0.248094    3.9788e-01
1751      5.513e+01      0.247469    4.1463e-01
1752      5.516e+01      0.246813    3.7808e-01
1753      5.519e+01      0.246188    3.8641e-01
1754      5.522e+01      0.245563    3.4176e-01
1755      5.525e+01      0.244938    3.6508e-01
1756      5.528e+01      0.244313    3.3364e-01
1757      5.531e+01      0.243656    3.3895e-01
1758      5.535e+01      0.243031    3.1195e-01
1759      5.538e+01      0.242406    3.0646e-01
1760      5.541e+01      0.241781    2.6082e-01
1761      5.544e+01      0.241156    2.8153e-01
1762      5.547e+01      0.240531    2.3625e-01
1763      5.550e+01      0.239875    2.6357e-01
1764      5.553e+01      0.239250    2.2162e-01
1765      5.557e+01      0.238625    2.1940e-01
1766      5.560e+01      0.238000    1.8624e-01
1767      5.563e+01      0.237375    1.7479e-01
1768      5.566e+01      0.236719    1.6939e-01
1769      5.569e+01      0.236094    1.3174e-01
1770      5.572e+01      0.235469    1.4637e-01
1771      5.576e+01      0.234844    1.0321e-01
1772      5.579e+01      0.234219    1.0370e-01
1773      5.582e+01      0.233563    6.1337e-02
1774      5.585e+01      0.232938    8.0359e-02
1775      5.588e+01      0.232313    3.9787e-02
1776      5.591e+01      0.231688    5.0082e-02
1777      5.594e+01      0.231063    1.3405e-02
1778      5.598e+01      0.230438    1.4384e-02
1779      5.601e+01      0.229781   -3.7250e-02
1780      5.604e+01      0.229156   -1.7454e-02
1781      5.607e+01      0.228531   -5.7496e-02
1782      5.610e+01      0.227906   -3.9619e-02
1783      5.613e+01      0.227281   -8.4277e-02
1784      5.616e+01      0.226625   -7.0190e-02
1785      5.620e+01      0.226000   -1.4994e-01
1786      5.623e+01      0.225375   -1.3410e-01
1787      5.626e+01      0.224750   -1.4712e-01
1788      5.629e+01      0.224094   -1.4625e-01
1789      5.632e+01      0.223500   -1.4522e-01
1790      5.635e+01      0.222844   -1.7620e-01
1791      5.639e+01      0.222219   -1.6506e-01
1792      5.642e+01      0.221594   -2.0211e-01
1793      5.645e+01      0.220969   -1.9068e-01
1794      5.648e+01      0.220344   -2.1640e-01
1795      5.651e+01      0.219688   -1.9801e-01
1796      5.654e+01      0.219063   -2.2117e-01
1797      5.657e+01      0.218438   -2.2407e-01
1798      5.661e+01      0.217813   -2.5166e-01
1799      5.664e+01      0.217188   -2.3209e-01
1800      5.667e+01      0.216531   -2.6034e-01
1801      5.670e+01      0.215906   -2.2049e-01
1802      5.673e+01      0.215281   -2.6684e-01
1803      5.676e+01      0.214656   -2.2799e-01
1804      5.679e+01      0.214000   -2.6511e-01
1805      5.683e+01      0.213406   -2.4217e-01
1806      5.686e+01      0.212750   -2.6598e-01
1807      5.689e+01      0.212125   -2.3969e-01
1808      5.692e+01      0.211500   -2.3334e-01
1809      5.695e+01      0.210875   -2.5084e-01
1810      5.698e+01      0.210250   -2.3888e-01
1811      5.702e+01      0.209594   -2.6070e-01
1812      5.705e+01      0.208969   -2.3080e-01
1813      5.708e+01      0.208344   -2.3219e-01
1814      5.711e+01      0.207719   -2.1383e-01
1815      5.714e+01      0.207094   -2.2387e-01
1816      5.717e+01      0.206438   -1.9805e-01
1817      5.720e+01      0.205813   -2.2398e-01
1818      5.724e+01      0.205188   -1.9458e-01
1819      5.727e+01      0.204563   -2.0964e-01
1820      5.730e+01      0.203906   -1.5707e-01
1821      5.733e+01      0.203313   -1.8797e-01
1822      5.736e+01      0.202656   -1.4886e-01
1823      5.739e+01      0.202031   -1.9178e-01
1824      5.742e+01      0.201406   -1.4670e-01
1825      5.746e+01      0.200781   -1.6988e-01
1826      5.749e+01      0.200125   -1.1724e-01
1827      5.752e+01      0.199500   -1.3368e-01
1828      5.755e+01      0.198875   -1.2426e-01
1829      5.758e+01      0.198250   -1.0898e-01
1830      5.761e+01      0.197625   -1.1991e-01
1831      5.765e+01      0.197000   -9.6207e-02
1832      5.768e+01      0.196344   -8.9624e-02
1833      5.771e+01      0.195719   -6.9474e-02
1834      5.774e+01      0.195094   -7.2481e-02
1835      5.777e+01      0.194469   -6.5921e-02
1836      5.780e+01      0.193813   -1.0147e-01
1837      5.783e+01      0.193219   -6.4953e-02
1838      5.787e+01      0.192563   -6.1245e-02
1839      5.790e+01      0.191938   -9.4448e-03
1840      5.793e+01      0.191313   -4.6628e-02
1841      5.796e+01      0.190688    2.2220e-03
1842      5.799e+01      0.190031   -3.6837e-02
1843      5.802e+01      0.189406    5.5951e-03
1844      5.805e+01      0.188781   -1.9914e-02
1845      5.809e+01      0.188156    2.5905e-02
1846      5.812e+01      0.187531    1.1397e-02
1847      5.815e+01      0.186906    2.2775e-02
1848      5.818e+01      0.186250    9.8066e-03
1849      5.821e+01      0.185625    8.6645e-03
1850      5.824e+01      0.185000    2.1730e-02
1851      5.828e+01      0.184375    2.6758e-02
1852      5.831e+01      0.183719    5.4613e-02
1853      5.834e+01      0.183125    4.2966e-02
1854      5.837e+01      0.182469    3.8332e-02
1855      5.840e+01      0.181844    4.0219e-02
1856      5.843e+01      0.181219    4.6163e-02
1857      5.846e+01      0.180594    4.5519e-02
1858      5.850e+01      0.179938    8.8154e-02
1859      5.853e+01      0.179313    4.4162e-02
1860      5.856e+01      0.178688    8.4704e-02
1861      5.859e+01      0.178063    3.3709e-02
1862      5.862e+01      0.177438    8.3309e-02
1863      5.865e+01      0.176813    5.5867e-02
1864      5.868e+01      0.176156    9.4248e-02
1865      5.872e+01      0.175531    5.9180e-02
1866      5.875e+01      0.174906    8.4372e-02
1867      5.878e+01      0.174281    6.3830e-02
1868      5.881e+01      0.173625    6.9312e-02
1869      5.884e+01      0.173031    8.8893e-02
1870      5.887e+01      0.172375    8.3725e-02
1871      5.891e+01      0.171750    9.3400e-02
1872      5.894e+01      0.171125    8.6823e-02
1873      5.897e+01      0.170500    8.7036e-02
1874      5.900e+01      0.169844    6.9173e-02
1875      5.903e+01      0.169219    7.6312e-02
1876      5.906e+01      0.168594    8.3196e-02
1877      5.909e+01      0.167969    1.0848e-01
1878      5.913e+01      0.167344    7.3941e-02
1879      5.916e+01      0.166719    1.0122e-01
1880      5.919e+01      0.166063    6.5124e-02
1881      5.922e+01      0.165438    1.0371e-01
1882      5.925e+01      0.164813    6.9211e-02
1883      5.928e+01      0.164188    1.1313e-01
1884      5.931e+01      0.163531    8.8509e-02
1885      5.935e+01      0.162938    9.9930e-02
1886      5.938e+01      0.162281    5.4332e-02
1887      5.941e+01      0.161656    6.0574e-02
1888      5.944e+01      0.161031    6.6903e-02
1889      5.947e+01      0.160406    8.1361e-02
1890      5.950e+01      0.159750    9.4937e-02
1891      5.954e+01      0.159125    8.7568e-02
1892      5.957e+01      0.158500    7.6170e-02
1893      5.960e+01      0.157875    8.1110e-02
1894      5.963e+01      0.157250    7.6224e-02
1895      5.966e+01      0.156625    8.5367e-02
1896      5.969e+01      0.155969    9.2347e-02
1897      5.972e+01      0.155344    7.8468e-02
1898      5.976e+01      0.154719    7.8786e-02
1899      5.979e+01      0.154094    5.2661e-02
1900      5.982e+01      0.153469    8.5763e-02
1901      5.985e+01      0.152844    4.6703e-02
1902      5.988e+01      0.152188    1.0970e-01
1903      5.991e+01      0.151563    5.5515e-02
1904      5.994e+01      0.150938    9.0573e-02
1905      5.998e+01      0.150313    4.8413e-02
1906      6.001e+01      0.149656    6.7986e-02
1907      6.004e+01      0.149031    5.3199e-02
1908      6.007e+01      0.148406    7.0548e-02
1909      6.010e+01      0.147781    7.2162e-02
1910      6.013e+01      0.147156    7.2210e-02
1911      6.017e+01      0.146531    5.1213e-02
1912      6.020e+01      0.145875    4.5259e-02
1913      6.023e+01      0.145250    3.9745e-02
1914      6.026e+01      0.144625    5.6918e-02
1915      6.029e+01      0.144000    5.2007e-02
1916      6.032e+01      0.143375    5.6877e-02
1917      6.035e+01      0.142750    4.7008e-02
1918      6.039e+01      0.142094    3.0664e-02
1919      6.042e+01      0.141469    3.9280e-02
1920      6.045e+01      0.140844    2.1293e-02
1921      6.048e+01      0.140219    5.1194e-02
1922      6.051e+01      0.139563    1.9275e-02
1923      6.054e+01      0.138938    4.6453e-02
1924      6.057e+01      0.138313   -3.5636e-03
1925      6.061e+01      0.137688    2.3172e-02
1926      6.064e+01      0.137063   -2.4202e-03
1927      6.067e+01      0.136438    1.1871e-02
1928      6.070e+01      0.135781    1.3821e-02
1929      6.073e+01      0.135156    8.5936e-03
1930      6.076e+01      0.134531   -1.3623e-02
1931      6.080e+01      0.133906   -1.0036e-02
1932      6.083e+01      0.133281   -2.9519e-02
1933      6.086e+01      0.132656   -1.5051e-02
1934      6.089e+01      0.132000   -1.6344e-02
1935      6.092e+01      0.131375   -1.3004e-02
1936      6.095e+01      0.130750   -4.0892e-02
1937      6.098e+01      0.130125   -1.0488e-01
1938      6.102e+01      0.129469   -9.0649e-02
1939      6.105e+01      0.128844   -8.2996e-02
1940      6.108e+01      0.128219   -5.2465e-02
1941      6.111e+01      0.127594   -8.7544e-02
1942      6.114e+01      0.126969   -5.9911e-02
1943      6.117e+01      0.126344   -1.0386e-01
1944      6.120e+01      0.125688   -9.1277e-02
1945      6.124e+01      0.125063   -1.2822e-01
1946      6.127e+01      0.124438   -1.1148e-01
1947      6.130e+01      0.123813   -1.1867e-01
1948      6.133e+01      0.123188   -1.2129e-01
1949      6.136e+01      0.122563   -1.4595e-01
1950      6.139e+01      0.121906   -1.6444e-01
1951      6.143e+01      0.121281   -1.8344e-01
1952      6.146e+01      0.120656   -1.6918e-01
1953      6.149e+01      0.120031   -1.8233e-01
1954      6.152e+01      0.119406   -1.7872e-01
1955      6.155e+01      0.118750   -2.1586e-01
1956      6.158e+01      0.118125   -2.1349e-01
1957      6.161e+01      0.117500   -2.3957e-01
1958      6.165e+01      0.116875   -2.3565e-01
1959      6.168e+01      0.116250   -2.4653e-01
1960      6.171e+01      0.115594   -2.7838e-01
1961      6.174e+01      0.114969   -2.6394e-01
1962      6.177e+01      0.114344   -3.1372e-01
1963      6.180e+01      0.113719   -3.1959e-01
1964      6.183e+01      0.113094   -3.4673e-01
1965      6.187e+01      0.112469   -3.3999e-01
1966      6.190e+01      0.111813   -3.8283e-01
1967      6.193e+01      0.111188   -3.7177e-01
1968      6.196e+01      0.110563   -4.0595e-01
1969      6.199e+01      0.109938   -4.0456e-01
1970      6.202e+01      0.109313   -4.4202e-01
1971      6.206e+01      0.108656   -4.4071e-01
1972      6.209e+01      0.108031   -4.5743e-01
1973      6.212e+01      0.107406   -4.5708e-01
1974      6.215e+01      0.106781   -5.0497e-01
1975      6.218e+01      0.106156   -5.1936e-01
1976      6.221e+01      0.105500   -5.5438e-01
1977      6.224e+01      0.104875   -5.4820e-01
1978      6.228e+01      0.104250   -5.7770e-01
1979      6.231e+01      0.103625   -5.9546e-01
1980      6.234e+01      0.103000   -6.0555e-01
1981      6.237e+01      0.102375   -6.5446e-01
1982      6.240e+01      0.101719   -6.5680e-01
1983      6.243e+01      0.101094   -7.0139e-01
1984      6.246e+01      0.100469   -6.9611e-01
1985      6.250e+01      0.099844   -7.2760e-01
1986      6.253e+01      0.099219   -7.5191e-01
1987      6.256e+01      0.098562   -7.8461e-01
1988      6.259e+01      0.097938   -8.6158e-01
1989      6.262e+01      0.097312   -8.8105e-01
1990      6.265e+01      0.096687   -8.6249e-01
1991      6.269e+01      0.096062   -8.9170e-01
1992      6.272e+01      0.095406   -8.7171e-01
1993      6.275e+01      0.094781   -9.3667e-01
1994      6.278e+01      0.094156   -9.3722e-01
1995      6.281e+01      0.093531   -9.8974e-01
1996      6.284e+01      0.092906   -9.7422e-01
1997      6.287e+01      0.092281   -1.0104e+00
1998      6.291e+01      0.091625   -1.0056e+00
1999      6.294e+01      0.091000   -1.0460e+00
2000      6.297e+01      0.090375   -1.0834e+00
2001      6.300e+01      0.089750   -1.1066e+00
2002      6.303e+01      0.089125   -1.1253e+00
2003      6.306e+01      0.088469   -1.1335e+00
2004      6.309e+01      0.087844   -1.1355e+00
2005      6.313e+01      0.087219   -1.1410e+00
2006      6.316e+01      0.086594   -1.1844e+00
2007      6.319e+01      0.085938   -1.2056e+00
2008      6.322e+01      0.085344   -1.2295e+00
2009      6.325e+01      0.084687   -1.2138e+00
2010      6.328e+01      0.084062   -1.2273e+00
2011      6.332e+01      0.083438   -1.2216e+00
2012      6.335e+01      0.082813   -1.2725e+00
2013      6.338e+01      0.082187   -1.2599e+00
2014      6.341e+01      0.081531   -1.3336e+00
2015      6.344e+01      0.080906   -1.2959e+00
2016      6.347e+01      0.080281   -1.3381e+00
2017      6.350e+01      0.079656   -1.3031e+00
2018      6.354e+01      0.079031   -1.3443e+00
2019      6.357e+01      0.078375   -1.3797e+00
2020      6.360e+01      0.077750   -1.4001e+00
2021      6.363e+01      0.077125   -1.4149e+00
2022      6.366e+01      0.076500   -1.4316e+00
2023      6.369e+01      0.075844   -1.4409e+00
2024      6.372e+01      0.075219   -1.4611e+00
2025      6.376e+01      0.074594   -1.5024e+00
2026      6.379e+01      0.073969   -1.5511e+00
2027      6.382e+01      0.073344   -1.5980e+00
2028      6.385e+01      0.072719   -1.5972e+00
2029      6.388e+01      0.072094   -1.6401e+00
2030      6.391e+01      0.071437   -1.6562e+00
2031      6.395e+01      0.070813   -1.7289e+00
2032      6.398e+01      0.070219   -1.7311e+00
2033      6.401e+01      0.070531   -4.2615e-01
2034      6.404e+01      0.071156    6.2753e-01
2035      6.407e+01      0.071781    1.1064e+00
2036      6.410e+01      0.072406    1.2763e+00
2037      6.413e+01      0.073031    1.3812e+00
2038      6.417e+01      0.073656    1.4289e+00
2039      6.420e+01      0.074313    1.5115e+00
2040      6.423e+01      0.074937    1.5164e+00
2041      6.426e+01      0.075562    1.5671e+00
2042      6.429e+01      0.076187    1.5776e+00
2043      6.432e+01      0.076813    1.5958e+00
2044      6.435e+01      0.077437    1.6527e+00
2045      6.439e+01      0.078094    1.6588e+00
2046      6.442e+01      0.078719    1.7351e+00
2047      6.445e+01      0.079344    1.7189e+00
2048      6.448e+01      0.079969    1.7875e+00
2049      6.451e+01      0.080625    1.7528e+00
2050      6.454e+01      0.081250    1.8421e+00
2051      6.458e+01      0.081875    1.8290e+00
2052      6.461e+01      0.082500    1.9115e+00
2053      6.464e+01      0.083125    1.9067e+00
2054      6.467e+01      0.083750    1.9334e+00
2055      6.470e+01      0.084406    1.9103e+00
2056      6.473e+01      0.085031    1.9827e+00
2057      6.476e+01      0.085656    1.9772e+00
2058      6.480e+01      0.086281    2.0445e+00
2059      6.483e+01      0.086906    2.0212e+00
2060      6.486e+01      0.087531    2.0508e+00
2061      6.489e+01      0.088187    2.0535e+00
2062      6.492e+01      0.088813    2.0712e+00
2063      6.495e+01      0.089437    2.0939e+00
2064      6.498e+01      0.090062    2.1194e+00
2065      6.502e+01      0.090719    2.1605e+00
2066      6.505e+01      0.091344    2.1348e+00
2067      6.508e+01      0.091969    2.1628e+00
2068      6.511e+01      0.092594    2.1139e+00
2069      6.514e+01      0.093219    2.1672e+00
2070      6.517e+01      0.093844    2.1525e+00
2071      6.521e+01      0.094500    2.2133e+00
2072      6.524e+01      0.095125    2.1718e+00
2073      6.527e+01      0.095750    2.1998e+00
2074      6.530e+01      0.096375    2.1579e+00
2075      6.533e+01      0.097000    2.1968e+00
2076      6.536e+01      0.097625    2.1774e+00
2077      6.539e+01      0.098281    2.2618e+00
2078      6.543e+01      0.098906    2.2383e+00
2079      6.546e+01      0.099531    2.2423e+00
2080      6.549e+01      0.100156    2.1794e+00
2081      6.552e+01      0.100781    2.1894e+00
2082      6.555e+01      0.101438    2.1772e+00
2083      6.558e+01      0.102063    2.1948e+00
2084      6.561e+01      0.102688    2.2082e+00
2085      6.565e+01      0.103313    2.1655e+00
2086      6.568e+01      0.103938    2.1697e+00
2087      6.571e+01      0.104594    2.1323e+00
2088      6.574e+01      0.105219    2.1735e+00
2089      6.577e+01      0.105844    2.1302e+00
2090      6.580e+01      0.106469    2.1900e+00
2091      6.584e+01      0.107094    2.1359e+00
2092      6.587e+01      0.107719    2.1602e+00
2093      6.590e+01      0.108375    2.0951e+00
2094      6.593e+01      0.109000    2.1299e+00
2095      6.596e+01      0.109625    2.0906e+00
2096      6.599e+01      0.110250    2.1465e+00
2097      6.602e+01      0.110875    2.0956e+00
2098      6.606e+01      0.111500    2.1230e+00
2099      6.609e+01      0.112156    2.0637e+00
2100      6.612e+01      0.112781    2.0849e+00
2101      6.615e+01      0.113406    2.0473e+00
2102      6.618e+01      0.114031    2.0773e+00
2103      6.621e+01      0.114688    2.0747e+00
2104      6.624e+01      0.115313    2.0614e+00
2105      6.628e+01      0.115938    2.0521e+00
2106      6.631e+01      0.116563    2.0191e+00
2107      6.634e+01      0.117188    2.0396e+00
2108      6.637e+01      0.117813    2.0315e+00
2109      6.640e+01      0.118469    2.0476e+00
2110      6.643e+01      0.119094    2.0184e+00
2111      6.647e+01      0.119719    2.0323e+00
2112      6.650e+01      0.120344    1.9969e+00
2113      6.653e+01      0.120969    2.0220e+00
2114      6.656e+01      0.121594    1.9894e+00
2115      6.659e+01      0.122250    2.0400e+00
2116      6.662e+01      0.122875    1.9788e+00
2117      6.665e+01      0.123500    2.0268e+00
2118      6.669e+01      0.124125    1.9578e+00
2119      6.672e+01      0.124750    2.0005e+00
2120      6.675e+01      0.125406    1.9667e+00
2121      6.678e+01      0.126031    2.0027e+00
2122      6.681e+01      0.126656    1.9811e+00
2123      6.684e+01      0.127281    1.9902e+00
2124      6.687e+01      0.127906    1.9712e+00
2125      6.691e+01      0.128563    1.9468e+00
2126      6.694e+01      0.129188    1.9752e+00
2127      6.697e+01      0.129813    1.9556e+00
2128      6.700e+01      0.130438    2.0595e+00
2129      6.703e+01      0.131063    1.9860e+00
2130      6.706e+01      0.131688    1.9836e+00
2131      6.710e+01      0.132344    1.9443e+00
2132      6.713e+01      0.132969    1.9677e+00
2133      6.716e+01      0.133594    1.9432e+00
2134      6.719e+01      0.134250    1.9669e+00
2135      6.722e+01      0.134844    1.9359e+00
2136      6.725e+01      0.135500    1.9779e+00
2137      6.728e+01      0.136125    1.9079e+00
2138      6.732e+01      0.136750    1.9626e+00
2139      6.735e+01      0.137375    1.9168e+00
2140      6.738e+01      0.138000    1.9665e+00
2141      6.741e+01      0.138656    1.9427e+00
2142      6.744e+01      0.139281    1.9495e+00
2143      6.747e+01      0.139906    1.9346e+00
2144      6.750e+01      0.140531    1.9091e+00
2145      6.754e+01      0.141156    1.9242e+00
2146      6.757e+01      0.141781    1.9318e+00
2147      6.760e+01      0.142438    1.9384e+00
2148      6.763e+01      0.143063    1.9231e+00
2149      6.766e+01      0.143688    1.9194e+00
2150      6.769e+01      0.144344    1.8958e+00
2151      6.773e+01      0.144938    1.9160e+00
2152      6.776e+01      0.145594    1.9010e+00
2153      6.779e+01      0.146219    1.9373e+00
2154      6.782e+01      0.146844    1.9024e+00
2155      6.785e+01      0.147469    1.9285e+00
2156      6.788e+01      0.148094    1.8725e+00
2157      6.791e+01      0.148750    1.9180e+00
2158      6.795e+01      0.149375    1.8617e+00
2159      6.798e+01      0.150000    1.9185e+00
2160      6.801e+01      0.150625    1.8768e+00
2161      6.804e+01      0.151250    1.9021e+00
2162      6.807e+01      0.151875    1.8763e+00
2163      6.810e+01      0.152531    1.8717e+00
2164      6.813e+01      0.153156    1.8815e+00
2165      6.817e+01      0.153781    1.8768e+00
2166      6.820e+01      0.154406    1.8862e+00
2167      6.823e+01      0.155031    1.8671e+00
2168      6.826e+01      0.155688    1.8643e+00
2169      6.829e+01      0.156313    1.8516e+00
2170      6.832e+01      0.156938    1.8562e+00
2171      6.836e+01      0.157563    1.8593e+00
2172      6.839e+01      0.158219    1.8664e+00
2173      6.842e+01      0.158844    1.8524e+00
2174      6.845e+01      0.159469    1.8724e+00
2175      6.848e+01      0.160094    1.8194e+00
2176      6.851e+01      0.160719    1.8748e+00
2177      6.854e+01      0.161344    1.8204e+00
2178      6.858e+01      0.161969    1.8817e+00
2179      6.861e+01      0.162625    1.8485e+00
2180      6.864e+01      0.163250    1.8720e+00
2181      6.867e+01      0.163875    1.8238e+00
2182      6.870e+01      0.164531    1.8298e+00
2183      6.873e+01      0.165125    1.8311e+00
2184      6.876e+01      0.165781    1.8440e+00
2185      6.880e+01      0.166406    1.8319e+00
2186      6.883e+01      0.167031    1.8309e+00
2187      6.886e+01      0.167656    1.8221e+00
2188      6.889e+01      0.168313    1.8265e+00
2189      6.892e+01      0.168938    1.8170e+00
2190      6.895e+01      0.169563    1.8358e+00
2191      6.899e+01      0.170188    1.8284e+00
2192      6.902e+01      0.170813    1.8375e+00
2193      6.905e+01      0.171438    1.8360e+00
2194      6.908e+01      0.172063    1.8053e+00
2195      6.911e+01      0.172719    1.8401e+00
2196      6.914e+01      0.173344    1.8010e+00
2197      6.917e+01      0.173969    1.8487e+00
2198      6.921e+01      0.174625    1.8023e+00
2199      6.924e+01      0.175219    1.8495e+00
2200      6.927e+01      0.175875    1.8087e+00
2201      6.930e+01      0.176500    1.8205e+00
2202      6.933e+01      0.177125    1.8113e+00
2203      6.936e+01      0.177750    1.8384e+00
2204      6.939e+01      0.178406    1.8347e+00
2205      6.943e+01      0.179031    1.8462e+00
2206      6.946e+01      0.179656    1.8201e+00
2207      6.949e+01      0.180281    1.8203e+00
2208      6.952e+01      0.180906    1.8205e+00
2209      6.955e+01      0.181531    1.8530e+00
2210      6.958e+01      0.182156    1.8346e+00
2211      6.962e+01      0.182813    1.8430e+00
2212      6.965e+01      0.183438    1.8393e+00
2213      6.968e+01      0.184063    1.8332e+00
2214      6.971e+01      0.184688    1.8527e+00
2215      6.974e+01      0.185313    1.8392e+00
2216      6.977e+01      0.185969    1.8800e+00
2217      6.980e+01      0.186594    1.8510e+00
2218      6.984e+01      0.187219    1.8938e+00
2219      6.987e+01      0.187844    1.8407e+00
2220      6.990e+01      0.188500    1.8754e+00
2221      6.993e+01      0.189125    1.8549e+00
2222      6.996e+01      0.189750    1.8838e+00
2223      6.999e+01      0.190375    1.8801e+00
2224      7.002e+01      0.191000    1.8944e+00
2225      7.006e+01      0.191625    1.8805e+00
2226      7.009e+01      0.192281    1.8932e+00
2227      7.012e+01      0.192906    1.8765e+00
2228      7.015e+01      0.193531    1.9199e+00
2229      7.018e+01      0.194156    1.9264e+00
2230      7.021e+01      0.194813    1.9482e+00
2231      7.025e+01      0.195406    1.9221e+00
2232      7.028e+01      0.196063    1.9357e+00
2233      7.031e+01      0.196688    1.9433e+00
2234      7.034e+01      0.197313    1.9371e+00
2235      7.037e+01      0.197938    1.9581e+00
2236      7.040e+01      0.198594    1.9450e+00
2237      7.043e+01      0.199219    1.9827e+00
2238      7.047e+01      0.199844    1.9582e+00
2239      7.050e+01      0.200469    1.9765e+00
2240      7.053e+01      0.201094    1.9544e+00
2241      7.056e+01      0.201719    2.0113e+00
2242      7.059e+01      0.202375    2.0040e+00
2243      7.062e+01      0.203000    2.0201e+00
2244      7.065e+01      0.203625    2.0066e+00
2245      7.069e+01      0.204250    2.0239e+00
2246      7.072e+01      0.204875    2.0114e+00
2247      7.075e+01      0.205500    2.0645e+00
2248      7.078e+01      0.206156    2.0358e+00
2249      7.081e+01      0.206781    2.0694e+00
2250      7.084e+01      0.207406    2.0459e+00
2251      7.088e+01      0.208031    2.0875e+00
2252      7.091e+01      0.208688    2.0676e+00
